,Comment,Description,ID,Link1,Link2,String,Type,user-agent
2033,38.98.19.6x,Unknown bot from Psinet / Cogentco - not from Snap.com,id_n_s_250408_1,,,"Snapbot/1.0 (Snap Shots, +http://www.snap.com)",S,"
"
2034,205.138.199.1xx / 209.85.36.x,My UrlTrends online web ranking service,id_n_s_270906_2,http://www.urltrends.com/,,Snappy/1.1 ( http://www.urltrends.com/ ),C,"
"
2035,,Snarfer RSS reader,id_n_s_100707_1,http://www.snarfware.com/,,Snarfer/0.x.x (http://www.snarfware.com/),B,"
"
2036,,Unknown robot from 217.229.156.xx (T-Online Germany),id_n_s_1293,,,SnoopRob/x.x,,"
"
2037,s. also sna-x.x.x,Snoopy PHP-client,id_n_s_1294,http://sourceforge.net/projects/snoopy/,,Snoopy v1.xx,,"
"
2038,s. also sna-x.x.x,Snoopy PHP-client,id_n_s_1295,http://sourceforge.net/projects/snoopy/,,Snoopy v1.xx- : User-Agent: Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; MyIE2),,"
"
2039,s. also sna-x.x.x,Snoopy PHP-client,id_n_s_1296,http://sourceforge.net/projects/snoopy/,,Snoopy_v0.xx,,"
"
2040,,Snyke.com France robot,id_n_s_1297,http://www.snyke.com/,,SnykeBot/0.6 (http://www.snyke.com),R,"
"
2041,,Link crawler for the social sciences,id_n_s_250706_2,http://socscibot.wlv.ac.uk/,,SocSciBot (),R,"
"
2042,,NetFront browser on Softbank mobile phone,id_n_s_170407_1,http://www.access-company.com/products/netfrontmobile/browser/index.html,http://mb.softbank.jp/mb/en/product/,SoftBank/1.0/812SH/SHJ001 Browser/NetFront/3.3 Profile/MIDP-2.0 Configuration/CLDC-1.1,B,"
"
2043,,Soft Hypermarket link checking,id_n_s_1298,http://www.softhypermarket.com/,,SoftHypermarketFileCheckBot/1.0+(+http://www.softhypermaket.com),R,"
"
2044,72.9.97.xx,Softizer.com software directory link checking,id_n_s_1299,http://www.softizer.com/,,Softizerbot (http://www.softizer.com),C,"
"
2045,s. also sohu agent & Sogou web spider,Unknown UA from Chinanet (220.181.26.1xx) faking Sogou search robot,id_n_s_090208_1,,,sogou develop spider,S,"
"
2046,"s. also sohu agent , Sogou web spider & sogou develop spider",Unknown UA from Chinanet (220.181.18.xx) faking Sogou search robot,id_n_s_011207_2,,,Sogou Orion spider/3.0(+http://www.sogou.com/docs/help/webmasters.htm#07),S,"
"
2047,"s. also sohu agent , Sogou web spider & sogou develop spider",Unknown UA from Chinanet (220.181.26.1xx) faking Sogou search robot,id_n_s_150106_1,,,sogou spider,S,"
"
2048,"s. also sohu agent , sogou spider & sogou develop spider",Unknown UA from Chinanet (220.181.26.1xx) faking Sogou search robot,id_n_s_280407_1,,,Sogou web spider/3.0(+http://www.sogou.com/docs/help/webmasters.htm#07),S,"
"
2049,"s. also sogou spider , sogou spider & sogou develop spider",Unknown UA from Chinanet (220.181.26.1xx) faking Sogou search robot,id_n_s_291105_1,,,sohu agent,S,"
"
2050,this UA also comes from 220.181.26.xxx (not Sohus IP range) as spam bot - s.also sohu agent,Sohu (Search Fox) search robot China (61.135.131.xxx),id_n_s_1300,http://www.sohu.com/,,sohu-search,R,"
"
2051,,SOSO search (China) spider,id_n_s_160308_3,http://www.soso.com/,http://help.soso.com/webspider.htm,Sosospider+(+http://help.soso.com/webspider.htm),R,"
"
2052,,Default Proxomitron (discontinued) filtering proxy user agent identifier,id_n_s_1301,http://duke.usask.ca/~macphed/prox/,,Space Bison/0.02 [fu] (Win67; X; SK),P B,"
"
2053,,Speed Download (Mac) download manager,id_n_s_1302,http://www.yazsoft.com/,,SpeedDownload/1.x,D,"
"
2054,,Speedfind.de robot,id_n_s_1303,http://www.speedfind.de/,,speedfind ramBot xtreme 8.1,R,"
"
2055,62.13.25.2xx,Entireweb search robot,id_n_s_1304,http://www.entireweb.com/,,Speedy Spider (Beta/x.x; speedy@entireweb.com),R,"
"
2056,62.13.25.2xx,Entireweb search spider,id_n_s_070906_1,http://www.entireweb.com/,,Speedy Spider (Entireweb; Beta/1.0; http://www.entireweb.com/about/search_tech/speedyspider/),R,"
"
2057,62.13.25.2xx,Entireweb search robot,id_n_s_1305,http://www.entireweb.com/,,Speedy_Spider (http://www.entireweb.com),R,"
"
2058,64.40.11[7-8].[x]xx,Sphere blog and news search robot,id_n_s_050208_4,http://www.sphere.com/,,Sphere Scout&v4.0 - scout at sphere dot com,R,"
"
2059,,Sphider - a lightweight search engine in PHP,id_n_s_040106_3,http://www.cs.ioc.ee/~ando/sphider/,,Sphider,R,"
"
2060,in conjunction with LWP::Simple/5.53,Only.com robot,id_n_s_1306,http://www.only.com/,,Spida/0.1,R,"
"
2061,,Search-Info ODP/DMOZ spider,id_n_s_1307,http://search-info.com/,,Spider-Sleek/2.0 (+http://search-info.com/linktous.html),R,"
"
2062, - site unreachable,Batsch robot,id_n_s_1308,http://www.batsch.com,,spider.batsch.com,R,"
"
2063,,TerraNautic spider for Schnellsuchen touristic search (Germany),id_n_s_110206_4,http://www.terranautic.net/,http://www.schnellsuchen.com/,Spider.TerraNautic.net - v:1.04,C,"
"
2064,,Yellopet spider,id_n_s_1309,http://www.yellopet.com/,,spider.yellopet.com - www.yellopet.com,R,"
"
2065,,Maxbot .gov .mil .edu indexing robot,id_n_s_1310,http://www.maxbot.com/,,Spider/maxbot.com admin@maxbot.com,R,"
"
2066,,Unknown robot from CPE at Kasetsart University (158.108.35.xxx),id_n_s_1311,http://www.cpe.ku.ac.th/,,SpiderKU/0.x,R,"
"
2067,,Yahoo Search user agent or spider (202.165.102.xxx),id_n_s_1312,http://search.yahoo.com/,,SpiderMan,R,"
"
2068,,SpiderMonkey Canada robot,id_n_s_1313,http://spidermonkey.ca/,,SpiderMonkey/7.0x (SpiderMonkey.ca info at http://spidermonkey.ca/sm.shtml),R,"
"
2069,,Spider.de robot,id_n_s_1314,http://www.spider.de/,,Spinne/2.0,R,"
"
2070,,Medkatalog (medical catalogue) Austria robot,id_n_s_1315,http://www.medkatalog.com/,,Spinne/2.0 med,R,"
"
2071,,Medkatalog (medical catalogue) Austria robot,id_n_s_1316,http://www.medkatalog.com/,,Spinne/2.0 med_AH,R,"
"
2072,72.44.62.1xx,Spock - people search application - via Amazon web services,id_n_s_180707_3,http://www.spock.com/crawler,http://www.amazon.com/gp/browse.html?node=3435361,Spock Crawler (http://www.spock.com/crawler),R,"
"
2073,,Sportsuchmaschine (German sports related search) link checking / robot,id_n_s_1317,http://www.sportsuchmaschine.de/,,sportsuchmaschine.de-Robot (Version: 1.02- powered by www.sportsuchmaschine.de),R,"
"
2074,powered by Nutch,Sproose personalized search (38.100.225.xx),id_n_s_040306_1,http://www.sproose.com/,http://lucene.apache.org/nutch/,sproose/0.1-alpha (sproose crawler; http://www.sproose.com/bot.html; crawler@sproose.com),R,"
"
2075,product is discontinued,SQ Webscanner Mac download manager,id_n_s_1318,http://macinsearch.com/users/webscanner/,,SQ Webscanner,D,"
"
2076,,Simple page-prefetch for Squid web proxy,id_n_s_1319,http://packages.debian.org/stable/web/squid-prefetch,,Squid-Prefetch,P,"
"
2077,s.also SquidClamAV_Redirector 1.x.x,Squidclam is a replacement for SquidClamAV-Redirector,id_n_s_171105_2,http://sourceforge.net/projects/squidclam,,squidclam,P,"
"
2078,s.also squidclam,SCAVR - Squid helper script for scanning download URLs for viruses,id_n_s_1320,http://www.jackal-net.at/tiki-read_article.php?articleId=1,,SquidClamAV_Redirector 1.x.x,P,"
"
2079,,AOL Search / Pacific Internet Exchange robot,id_n_s_1321,http://www.aol.com/,,Sqworm/2.9.81-BETA (beta_release; 20011102-760; i686-pc-linux-gnu),R,"
"
2080,,diff. IPs / services i.e.: - Inria.fr robot - Websense (Internet filtering) robot,id_n_s_1322,http://www.inria.fr/,http://www.websense.com/,Sqworm/2.9.85-BETA (beta_release; 20011115-775; i686-pc-linux-gnu),R,"
"
2081,,Time Warner Telecom user robot ?,id_n_s_1323,,,Sqworm/2.9.89-BETA (beta_release; 20020130-839; i686-pc-linux-gnu) ,,"
"
2082,see also - PSurf15a VA or random letters like - AWSCBA - URVUSLNAM,Some site scanning tool via diff. IPs i.e.: - choiceone.net (216.153.xxx.xxx) - epix.net (216.108.198.xx),id_n_s_1324,,,SSurf15a 11 ,S,"
"
2083,,Rambler search (Russia) robot (81.19.6x.xx),id_n_s_1325,http://www.rambler.ru,,StackRambler/x.x ,R,"
"
2084,,Stamina download manager,id_n_s_1326,http://www.wildbits.com/stamina/,,Stamina/1.4,D,"
"
2085,,Star Downloader download manager,id_n_s_1327,http://www.stardownloader.com/,,Star Downloader,D,"
"
2086,,Star Downloader download manager,id_n_s_140106_3,http://www.stardownloader.com/,,StarDownloader/1.xx,D,"
"
2087,66.92.186.xxx,Experimental search engine spider from 66.92.186.xxx,id_n_s_1328,,,stat statcrawler@gmail.com,R,"
"
2088,,Steeler crawler,id_n_s_1329,http://www.tkl.iis.u-tokyo.ac.jp/~crawler/,,Steeler/1.x (http://www.tkl.iis.u-tokyo.ac.jp/~crawler/),R,"
"
2089,157.82.156.xx[x],Steeler - University of Tokyo web crawler,id_n_s_031107_5,http://www.tkl.iis.u-tokyo.ac.jp/~crawler/crawler.html.en,,Steeler/3.3 (http://www.tkl.iis.u-tokyo.ac.jp/~crawler/),R,"
"
2090,,Strategic Board blog & news search robot,id_n_s_060106_1,http://www.strategicboard.com/,,Strategic Board Bot (+http://www.strategicboard.com),R,"
"
2091,62.0.99.2xx,Strategic Board blogs and news aggregator robot,id_n_s_140906_2,http://www.strategicboard.com/,,Strategic Board Bot (+http://www.strategicboard.com),R,"
"
2092,,Surfsafely submission verifier,id_n_s_1330,http://www.surfsafely.com/,,Submission Spider at surfsafely.com,R,"
"
2093,,Suchbaer.de (Germany) search robot,id_n_s_210106_4,http://www.suchbaer.de/,,suchbaer.de,R,"
"
2094,,Suchbaer.de (Germany) search robot,id_n_s_010206_3,http://www.suchbaer.de/,,suchbaer.de (CrawlerAgent v0.103),R,"
"
2095,,Suchbot Germany robot,id_n_s_1331,http://www.suchbot.de/,,suchbot,R,"
"
2096,,Suchknecht Austria robot,id_n_s_1332,http://www.suchknecht.at/,,Suchknecht.at-Robot,R,"
"
2097,,suchpad search Germany robot (213.239.194.xx),id_n_s_120206_1,http://www.suchpad.de/,,suchpadbot/1.0 (+http://www.suchpad.de),R,"
"
2098,,Sunrise XP handheld news / website reader and converter,id_n_s_160107_2,http://sourceforge.net/projects/sunrisexp,,Sunrise XP/2.x,B,"
"
2099,,Sunrise XP web sites and newsfeeds converter and handheld reader,id_n_s_230406_4,http://www.sunrisexp.com/,,Sunrise/0.42g (Windows XP),B,"
"
2100,,SuperBot website copier,id_n_s_1333,http://www.sparkleware.com/superbot/index.html,,SuperBot/x.x (Win32),D,"
"
2101,,SuperBot website copier,id_n_s_260108_2,http://www.sparkleware.com/superbot/index.html,,SuperBot/x.x.x.xx (Windows XP),D,"
"
2102,,Ubbi Superdownloads (Brazil) link checking,id_n_s_1334,http://superdownloads.ubbi.com.br/,,Superdownloads Spiderman,C,"
"
2103,,SurfControl Web Filtering,id_n_s_1335,http://www.surfcontrol.com/,,SURF ,P,"
"
2104,,Wanadoo Rechereche robot,id_n_s_1336,http://www.wanadoo.fr/qqo/,,SurferF3 1/0,R,"
"
2105,,Maskbit Surfmaster bookmark tool,id_n_s_1337,http://www.maskbit.com/surfmaster.htm,,SurfMaster,C,"
"
2106,s.also: PigeonBot,Whois Source domain name information robot (66.249.26.xx),id_n_s_1338,http://www.whois.sc/,,SurveyBot/2.2 <a href='http://www.whois.sc'>Whois Source</a>,R C,"
"
2107,s.also: PigeonBot,Whois Source domain name information robot (66.249.26.xx),id_n_s_1339,http://www.whois.sc/,,SurveyBot/2.3 (Whois Source),R C,"
"
2108,,Yokogao Search Engine robot (Kanazawa University),id_n_s_1340,http://web.kanazawa-u.ac.jp/esearch.html,,suzuran,R,"
"
2109,,HP Secure Web Browser for OpenVMS,id_n_s_1341,http://h71000.www7.hp.com/openvms/products/ips/cswb/cswb.html,,SWB/V1.4 (HP),B,"
"
2110,,unknown,id_n_s_1342,,,swbot/0.9c libwww/5.3.1,,"
"
2111,,Swooglebot Swoogle's semantic web crawler,id_n_s_1343,http://swoogle.umbc.edu,,Swooglebot/2.0. (+http://swoogle.umbc.edu/swooglebot.htm),R,"
"
2112,,SWSBot - SmartWareSoft (85.186.255.xx) software search engine created for Playfuls.com,id_n_s_060106_2,http://www.smartwaresoft.com/swsbot12.html,http://www.playfuls.com/,SWSBot-Images/1.2 http://www.smartwaresoft.com/swsbot12.html,R,"
"
2113,s.also <http://www.sygol.com/>,Sygol Search (Italy) robot,id_n_s_300106_2,http://www.sygol.com/,,SygolBot http://www.sygol.net,R,"
"
2114,,Sylera browser (Japan),id_n_s_1344,http://tabbrowser.ktplan.jp/valinor/sylera.html,,Sylera/1.2.x,B,"
"
2115,,Mindspring.com user robot,id_n_s_1345,http://www.mindspring.com/,,SyncBot,,"
"
2116,,SyncIT link validation,id_n_s_1346,http://www.bookmarksync.com/,,SyncIT/x.x,C,"
"
2117,,Syndirella desktop information aggregator (beta),id_n_s_140906_1,http://www.yole.ru/projects/syndirella/,,Syndirella/0.91pre,B,"
"
2118,,Synomia (France) robot,id_n_s_1347,http://www.synomia.fr/,,SynoBot,R,"
"
2119,,Syntryx Solution Suite - domain / keyword crawler (216.7.179.xx),id_n_s_150406_1,http://www.syntryx.com/,,Syntryx ANT Scout Chassis Pheromone; Mozilla/4.0 compatible crawler,R,"
"
2120,,Szukacz.pl (Polish search) robot,id_n_s_1348,http://www.szukacz.pl/,,Szukacz/1.x,R,"
"
2121,,Szukacz.pl (Polish search) robot,id_n_s_1349,http://www.szukacz.pl/,,Szukacz/1.x (robot; www.szukacz.pl/jakdzialarobot.html; szukacz@proszynski.pl),R,"
"
2122,,German T-Online browser & internet suite ,id_t_z_220106_2,http://service.t-online.de/c/06/52/67/652672.html,,T-Online Browser,B,"
"
2123,74.115.102.1xx,tags2dir.com directory index,id_t_z_070807_1,http://tags2dir.com/directory/,,tags2dir.com/0.8 (+http://tags2dir.com/directory/),R,"
"
2124,,TAGword DMOZ survey - ODP link checking robot,id_t_z_1350,http://tagword.com/dmoz_survey.php,,Tagword (http://tagword.com/dmoz_survey.php),R,"
"
2125,,Tagyu - del.icio.us bookmark collection online tag generator,id_t_z_271105_2,http://www.tagyu.com/,http://del.icio.us/,Tagyu Agent/1.0,,"
"
2126,,Daumsoft Talkro IR robot,id_t_z_1351,http://www.daumsoft.com/,,Talkro Web-Shot/1.0 (E-mail: webshot@daumsoft.com- Home: http://222.122.15.190/webshot),R,"
"
2127,,Texas A&M University - Dept. of Computer Science crawler (server or link checking ?),id_t_z_1352,http://www.cs.tamu.edu/,,TAMU_CS_IRL_CRAWLER/1.0,R C,"
"
2128,,Targetblaster user link validation ?,id_t_z_1353,http://www.targetblaster.com/,,targetblaster.com/0.9k,R C,"
"
2129,72.36.160.xxx,Target Your News - user submitted links,id_t_z_230706_2,http://targetyournews.com/,,TargetYourNews.com bot,C,"
"
2130,134.226.1.xx,Trinity College Dublin (Ireland) TCDBOT,id_t_z_201006_1,http://www.tcd.ie/,,TCDBOT/Nutch-0.8 (PhD student research;http://www.tcd.ie; mcgettrs at t c d dot IE),R,"
"
2131,,HTTP header for transfer encoding used as user agent name ?,id_t_z_1354,,,TE,,"
"
2132,,WinInet Internet client app.,id_t_z_1355,http://www.winsoft.sk/wininet.htm,,TeamSoft WinInet Component,,"
"
2133,,Tecomac Gmbh (Germany) crawler software - now Arexera Information Technologies,id_t_z_1356,http://www.arexera.de/,,TECOMAC-Crawler/0.x,R,"
"
2134,,Tecomi (Germany) beta / test robot (84.201.65.xxx),id_t_z_1357,http://www.tecomi.com/Suchmaschine,,Tecomi Bot (http://www.tecomi.com/bot.htm),R,"
"
2135,67.202.26.1xx,Teemer crawler for NetSeer search (beta) via Amazon Web Services - see also NetSeer/Nutch,id_t_z_101107_2,http://www.netseer.com/,http://www.amazon.com/gp/browse.html?node=3435361,"Teemer (NetSeer, Inc. is a Los Angeles based Internet startup company.; http://www.netseer.com/crawler.html; crawler@netseer.com)",R,"
"
2136,,Teleport (website) downloading tool,id_t_z_1358,http://www.tenmax.com/teleport/pro/home.htm,,Teleport Pro/1.2x(.1xxx),D,"
"
2137,,Teoma crawler (65.214.36.xx[x]),id_t_z_1359,http://www.teoma.com/,,Teoma MP,R,"
"
2138,,Teoma crawler (65.214.36.xx[x]),id_t_z_1361,http://www.teoma.com/,,teomaagent crawler-admin@teoma.com,R,"
"
2139,,Teoma crawler (65.214.36.xx[x]),id_t_z_1362,http://www.teoma.com/,,teomaagent1 [crawler-admin@teoma.com],R,"
"
2140,,Teoma crawler (65.214.36.xx[x]),id_t_z_1360,http://www.teoma.com/,,teoma_agent1,R,"
"
2141,,Teradex Directory robot,id_t_z_1363,http://directory.teradex.com/,,Teradex Mapper; mapper@teradex.com; http://www.teradex.com,R,"
"
2142,,Teragram multilingual text & data processing software,id_t_z_010406_4,http://www.teragram.com/,,TeragramCrawler,D ?,"
"
2143,88.198.44.2xx,Terraminds blog search (Germany),id_t_z_150807_2,http://www.terraminds.de/,,terraminds-bot/1.0 (support@terraminds.de),R,"
"
2144,209.128.80.1xx,Terrawiz Indian Search Engine robot,id_t_z_220406_1,http://www.terrawiz.com/,,TerrawizBot/1.0 (+http://www.terrawiz.com/bot.html),R,"
"
2145,,Noceans Information Portfolio Manager (66.35.69.x),id_t_z_1364,http://www.noceans.com/,,Test spider,R,"
"
2146,204.228.230.xx,Balihoo - Search Engine for Advertising Media,id_t_z_160507_1,http://balihoo.com/,,TestCrawler/Nutch-0.9 (Testing Crawler for Research ; http://balihoo.com/index.aspx; tgautier at balihoo dot com),R,"
"
2147,in conjunction with lwp-trivial/1.35,Expert HTML online source viewer,id_t_z_1365,http://www.expert-html.net - site is offline,,The Expert HTML Source Viewer (http://www.expert-html.com),D B,"
"
2148,67.202.27.19x,The Rarest Words - Linguistic experiment crawler via Amazon Web Services,id_t_z_281207_3,http://therarestwords.com/,http://www.amazon.com/gp/browse.html?node=3435361,TheRarestParser/0.2a (http://therarestwords.com/),R,"
"
2149,,TheSuBot robot (Germany) for an unknown theme based search engine,id_t_z_1366,http://www.thesubot.de/,,TheSuBot/0.1 (www.thesubot.de),R,"
"
2150,212.112.238.xx,ThumbShots website thumbnail service (Germany) robot,id_t_z_171106_1,http://www.thumbshots.de/,,"thumbshots-de-Bot (Version: 1.02, powered by www.thumbshots.de)",D,"
"
2151,,ThumbShots.de (Germany) robot,id_t_z_1367,http://www.thumbshots.de/,,thumbshots-de-Bot (Version: 1.02- powered by www.thumbshots.de),R,"
"
2152,,Breaking Blogs timbo bot blog robot,id_t_z_250206_1,http://www.breakingblogs.com/,,timboBot/0.9 http://www.breakingblogs.com/timbo_bot.html,R,"
"
2153,s. also EldoS ...,TimelyWeb web page monitoring tool,id_t_z_140106_4,http://www.eldos.org/timelyweb/timelyweb.html,,http://www.timelyweb.com/,C,"
"
2154,,TinEye crawler for an open image search project,id_t_z_180408_6,http://tineye.com/crawler.html,,TinEye/1.1 (http://tineye.com/crawler.html),R,"
"
2155,see this document: http://trec.nist.gov/pubs/trec9/papers/att-trec9.ps,Tivra spider from AT&T Labs Research,id_t_z_1368,http://trec.nist.gov/pubs/trec9/papers/att-trec9.ps,,tivraSpider/1.0 (crawler@tivra.com),R,"
"
2156,,Tjgroup spider,id_t_z_1369,http://www.tjgroup.com/,,TJG/Spider,R,"
"
2157,Possibly used by Bit Torrent Search ,TJvHttpGrabber (JEDI Visual Component Library),id_t_z_1370,http://homepages.borland.com/jedi/jedihelp/item.php?Id=22015,http://www.btsearch.net/,TJvMultiHttpGrabber Component,,"
"
2158,,Tkensaku Search (Japan) robot from 210.239.46.xxx (www.tken.com),id_t_z_1371,http://www.tkensaku.com/q.html,,Tkensaku/x.x(http://www.tkensaku.com/q.html),R,"
"
2159,,Unknown robot from 195.68.98.xx (coltfrance.com),id_t_z_1372,,,toCrawl/UrlDispatcher,,"
"
2160,88.153.148.xx,Topodia search engine and personal information assistant (in development),id_t_z_200207_1,http://www.topodia.com/,,Topodia/1.2-dev (Topodia - Crawler for HTTP content indexing; http://www.topodia.com/; support@topodia.com),R,"
"
2161,193.17.73.1xx,Topos search (Russia) robot,id_t_z_160506_2,http://www.topos.com.ua/,,TOPOS robot/1.1 (http://www.topos.com.ua/),C,"
"
2162,87.230.5.2xx,Traazi! search (Germany) robot,id_t_z_050806_2,http://www.traazi.de/,,traazibot/testengine (+http://www.traazi.de),R,"
"
2163,,Trailfire web collection and annotating system,id_t_z_041007_2,http://www.trailfire.com/,,Trailfire-bot/0.7.1 (Nutch; http://lucene.apache.org/nutch/bot.html; nutch-agent@lucene.apache.org),C,"
"
2164,,Trailfire web collection and annotating system,id_t_z_081207_2,http://www.trailfire.com/,,Trailfire-bot/0.7.1 (Trailfire page content analyzer; http://trailfire.com; info@trailfire.com),C,"
"
2165,,Trailfire web collection and annotating system,id_t_z_260807_2,http://www.trailfire.com/,,Trailfire/0.7.1 (Nutch; http://lucene.apache.org/nutch/bot.html; nutch-agent@lucene.apache.org),C,"
"
2166,,Trampelpfad Webkatalog spider,id_t_z_1376,http://www2.trampelpfad.de/,,Trampelpfad-Spider,R,"
"
2167,,Trampelpfad Webkatalog spider,id_t_z_1377,http://www2.trampelpfad.de/,,Trampelpfad-Spider-v0.1,R,"
"
2168,,Tricos meta tag validation,id_t_z_1378,http://www.tricos.us/metaone.php,,tricosMetaCheck 1.2216-08-1999 (http://www.tricos.com/metacheck),C,"
"
2169,- s. DBrowse- Dsurf etc.,some bad user agent,id_t_z_1379,,,TSurf15a 11,S,"
"
2170,,Tulip Chain browser / link checker for Dmoz.org directory,id_t_z_1380,http://ostermiller.org/tulipchain/,,TulipChain/5.x (http://ostermiller.org/tulipchain/) Java/1.x.1_0x (http://java.sun.com/) Linux/2.4.17,B C R,"
"
2171,,Tulip Chain browser / link checker for Dmoz.org directory,id_t_z_1381,http://ostermiller.org/tulipchain/,,TulipChain/5.xx (http://ostermiller.org/tulipchain/) Java/1.x.1_0x (http://apple.com/) Mac_OS_X/10.2.8,B C R,"
"
2172,72.32.6.15x,Tumblr Tumblelogs RSS and news syndication crawler,id_t_z_101107_3,http://www.tumblr.com/,,Tumblr/1.0 RSS syndication (+http://www.tumblr.com/) (support@tumblr.com),R,"
"
2173,64.140.49.xx,Turnitin (ex SlySearch) robot for helping educational institutions prevent plagiarism,id_t_z_1382,http://www.turnitin.com/robot/crawlerinfo.html,,TurnitinBot/x.x (http://www.turnitin.com/robot/crawlerinfo.html),R,"
"
2174,,TurnPike Emporium Directory (207.67.198.x) link checking,id_t_z_1383,http://www.turnpike.net/directory.phtml,,Turnpike Emporium LinkChecker/0.1,R,"
"
2175,,TutorGig tutorial search robot,id_t_z_1384,http://www.tutorgig.com/crawler/,,TutorGig/1.5 (+http://www.tutorgig.com/crawler),R,"
"
2176,,TutorGig tutorial search robot,id_t_z_1385,http://www.tutorgig.com/crawler/,,Tutorial Crawler 1.4 (http://www.tutorgig.com/crawler),R,"
"
2177,64.62.136.xxx,Twiceler experimental web crawler,id_t_z_1386,http://www.cuill.com/,,Twiceler www.cuill.com/robots.html,R,"
"
2178,64.62.136.xxx,Twiceler experimental web crawler,id_t_z_290407_1,http://www.cuill.com/,,Twiceler-0.9 http://www.cuill.com/twiceler/robot.html,R,"
"
2179,,File downloading component from Twisted Python,id_t_z_291105_5,http://twistedmatrix.com/,,Twisted PageGetter,D,"
"
2180,75.101.135.[x]xx,Twitt(url)y URL tracking service for Twitter via Amazon Web Services,id_t_z_140508_5,http://twitturly.com/,http://twitter.com/,Twitturly / v0.x,C,"
"
2181,,Twotrees content filter,id_t_z_1387,http://www.twotrees.com/,,Twotrees Reactive Filter V2.0,P,"
"
2182,204.123.46.xx[x],Tycoon - Hewlett-Packards distributed cluster solution robot,id_t_z_221207_2,http://tycoon.hpl.hp.com/,,Tycoon Agent/Nutch-1.0-dev,R,"
"
2183,,Tygo Search robot,id_t_z_1388,http://www.tygo.com/,,TygoBot,R,"
"
2184,,Tygo Search robot,id_t_z_1389,http://www.tygo.com/,,TygoProwler,R,"
"
2185,,UCMore -  IE navigation and search plugin,id_t_z_1390,http://www.ucmore.com/,,UCmore,B,"
"
2186,,UCMore -  IE navigation and search plugin,id_t_z_1391,http://www.ucmore.com/,,UCMore Crawler App,B,"
"
2187,,Ucweb mobile browser,id_t_z_290208_1,http://www.ucweb.com/English/product.shtml,,UCWEB5.1,B,"
"
2188,,user agent - maybe UdmSearch (see UdmSearch) ?,id_t_z_1392,,,UDM,,"
"
2189,,UdmSearch / MySearch (now mnoGoSeach) offline browser/search client,id_t_z_1393,http://mnogosearch.org/,,UdmSearch/3.1.x,R B,"
"
2190,,University of Iowa Crawler- possibly MySpiders,id_t_z_1394,http://myspiders.biz.uiowa.edu/,,UIowaCrawler/1.0,R,"
"
2191,s. also Mackster,UKWizz search robot,id_t_z_231106_1,http://www.ukwizz.com,,UKWizz/Nutch-0.8.1 (UKWizz Nutch crawler; http://www.ukwizz.com/),R,"
"
2192,,Infoseek robot,id_t_z_1395,http://www.infoseek.com/,,Ultraseek,R,"
"
2193,,Unknown mail harvester/spambot from 80.58.13.xxx (proxycache.rima-tde.net),id_t_z_1396,http://www.honeypot.be/,,Under the Rainbow 2.2,S,"
"
2194,203.161.71.17x,DNS Right - Online DNS tools,id_a_f_140308_1,http://www.dnsright.com/,,unknownght.com Web Server IIS vs Apache Survey. See Results at www.DNSRight.com,C,"
"
2195,,Unknown robot from University of Toronto (128.100.5.1xx),id_t_z_1397,,,UofTDB_experiment (leehyun@cs.toronto.edu),R,"
"
2196,,Mobile phone browser,id_t_z_1398,,,UP.Browser/3.01-IG01 UP.Link/3.2.3.4,B,"
"
2197,38.119.96.1xx,Updated! search robot,id_t_z_050806_1,http://www.updated.com/,,updated/0.1-alpha (updated crawler; http://www.updated.com; crawler@updated.com),R,"
"
2198,38.119.96.1xx,Updated! search robot,id_t_z_1399,http://www.updated.com/,,updated/0.1beta (updated.com; http://www.updated.com; crawler@updated.om),R,"
"
2199,,Handspring (PalmOS powered cellphone) Treo Blazer browser,id_t_z_1400,,,UPG1 UP/4.0 (compatible; Blazer 1.0),B,"
"
2200,,UptimeBot.com online link popularity check,id_t_z_1401,http://www.uptimebot.com/,,Uptimebot,R,"
"
2201,,UptimeBot.com online link popularity check,id_t_z_1402,http://www.uptimebot.com/,,UptimeBot(www.uptimebot.com),R,"
"
2202,,URI::Fetch - client for fetching HTTP pages and syndication feeds (RSS Atom),id_t_z_160706_2,http://search.cpan.org/dist/URI-Fetch/,,URI::Fetch/0.06,D,"
"
2203,,Innerprise URL Spider Pro (now ES.NET) web indexing / site searching tool,id_t_z_1403,http://www.innerprise.net/,,URL Spider Pro/x.xx (innerprise.net),R,"
"
2204,s. also Mozilla/4.0 (Compatible); URLBase 6,URLBase - Internet shortcut manager,id_t_z_121106_2,http://www.terriadev.com/products/urlbase/,,URLBase/6.x,C,"
"
2205,,URLBlaze file sharing link toolkit,id_t_z_1406,http://www.urlblaze.net/,,URLBlaze,C,"
"
2206,70.165.48.16x,://URLFAN news crawler,id_t_z_011108_4,http://www.urlfan.com/,,urlfan-bot/1.0; +http://www.urlfan.com/site/bot/350.html,R,"
"
2207,,URLGetFile downloading tool,id_t_z_1407,http://shazron.com/freeware/java-utils/,,URLGetFile,D,"
"
2208,,Innerprise URL Spider Pro (now ES.NET) web indexing / site searching tool,id_t_z_1404,http://www.innerprise.net/,,URL_Spider_Pro/x.x,R,"
"
